path,name,priority_labels,reason,research_priority_score,automatic_action
/home/sungho/.local/share/Trash/files/run_0813_195012,run_0813_195012,INSUFFICIENT_TOPICS,lacks localization pose and/or complete planner replay inputs,-30,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/run_0813_202925,run_0813_202925,INSUFFICIENT_TOPICS,lacks localization pose and/or complete planner replay inputs,-30,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/run_0813_203537,run_0813_203537,INSUFFICIENT_TOPICS,lacks localization pose and/or complete planner replay inputs,-30,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/run_0818_182531,run_0818_182531,INSUFFICIENT_TOPICS,lacks localization pose and/or complete planner replay inputs,-30,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/run_20260821_044020,run_20260821_044020,INSUFFICIENT_TOPICS,lacks localization pose and/or complete planner replay inputs,-30,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/jetson_rosbags/rosbag2_2026_07_20-20_49_09,rosbag2_2026_07_20-20_49_09,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag2_2026_07_20-20_49_09,rosbag2_2026_07_20-20_49_09,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/jetson_rosbags/f1tenth_ws/rosbag2_2026_07_20-20_50_39,rosbag2_2026_07_20-20_50_39,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/jetson_rosbags/rosbag2_2026_07_20-20_50_39,rosbag2_2026_07_20-20_50_39,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag2_2026_07_20-20_50_39,rosbag2_2026_07_20-20_50_39,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag2_2026_07_23-22_43_33,rosbag2_2026_07_23-22_43_33,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_02_15,rosbag2_2026_08_05-18_02_15,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag2_2026_08_05-18_02_15 (Copy),rosbag2_2026_08_05-18_02_15 (Copy),POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag_20260725_012659,rosbag_20260725_012659,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/rosbag_20260726_001824,rosbag_20260726_001824,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
/home/sungho/.local/share/Trash/files/run_063240,run_063240,POSSIBLE_DUPLICATE;INSUFFICIENT_TOPICS,matched staged name and/or metadata/size/topic signature; no deletion implied | lacks localization pose and/or complete planner replay inputs,-40,NONE_READ_ONLY
